y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
Andsuto,99.47958,-0.22172,-95.41686,-1.19812,199.45303,-90.33409,Slängpolskorgris,0.05135,0.73290,12.08090,1.27056,True,449.68949
Andjorg,101.89753,1.00822,-96.99183,-1.23549,201.86725,-91.25819,Schottisgris,-2.34560,2.10854,13.33964,-1.31066,True,460.99172
Andjorg,99.59901,-0.86008,-101.87861,-1.23419,199.56826,-90.74210,Slängpolskorgris,-0.09147,0.72961,11.16728,-0.50579,True,447.05577
Andjorg,98.17535,0.67282,-97.70374,-1.23993,198.14438,-90.74806,Hambogris,1.17541,-1.14173,10.70233,-2.48455,True,442.02489
Andsuto,100.16999,-1.19068,-92.83135,-1.19829,200.14414,-93.29542,Polkagris,0.04046,-1.06556,9.70728,0.93233,True,454.43426
Andjorg,102.43786,0.76896,-101.89218,-1.22527,202.40870,-93.68614,Polskorgris,1.77843,-1.27926,11.47127,-3.08311,True,461.24320
Andjorg,100.70428,-0.44275,-105.05050,-1.22254,200.67533,-90.66064,Polkagris,-0.31207,0.70726,9.40206,-2.23557,True,450.99616
Jorgsuto,100.53532,-1.06867,-99.19588,-1.23973,200.50426,-92.33233,Polkagris,-2.28365,-1.48774,12.15818,-0.69024,True,453.07864
Jorgsuto,99.16714,0.18991,-99.10604,-1.25864,199.13375,-91.64470,Slängpolskorgris,0.23944,1.00829,10.21011,-0.28416,True,446.28267
Andsuto,100.65133,-0.78448,-99.79279,-1.18901,200.62660,-91.19445,Polkagris,-0.74991,-0.26867,10.21513,3.05452,True,453.36025
Andjorg,102.02060,0.72841,-107.99297,-1.24332,201.98866,-93.73001,Polskorgris,0.09457,-0.81125,11.50334,-2.33649,True,456.10651
Jorgsuto,100.33566,-0.05326,-96.11203,-1.23623,200.30478,-89.66465,Polkagris,-0.76398,1.38502,7.59938,2.89337,True,453.62229
Andsuto,100.56146,0.20571,-100.43129,-1.23204,200.53022,-90.71627,Polkagris,-0.30725,0.06842,11.00704,2.44282,True,452.59165
Andsuto,100.79833,-1.04971,-102.86833,-1.20657,200.76976,-91.31335,Polkagris,0.84296,-1.29058,7.94023,-0.59117,True,452.55750
Andsuto,99.73890,-0.29001,-102.26484,-1.22159,199.70976,-90.89254,Slängpolskorgris,0.71552,0.13143,12.19098,-2.24382,True,447.56206
Jorgsuto,99.37332,-0.62460,-102.75998,-1.19059,199.34722,-93.33605,Slängpolskorgris,0.86389,1.36291,12.02547,-0.00464,True,445.48662
Andsuto,99.48277,-0.37752,-105.46933,-1.22819,199.45212,-92.44922,Slängpolskorgris,0.75972,-1.17875,11.48679,-0.65434,True,444.67918
Andjorg,100.25984,0.05861,-100.52064,-1.23640,200.22942,-93.13931,Polkagris,0.50829,0.57675,10.77776,-1.70147,True,451.03887
Andjorg,101.72630,0.36930,-102.29322,-1.24039,201.69536,-93.08409,Schottisgris,-0.73383,1.27426,10.97360,-0.93175,True,457.48487
Andsuto,97.82094,-0.59257,-93.43040,-1.20094,197.79315,-88.29464,Hambogris,-0.31893,0.78569,10.84344,2.38027,True,442.38948
Andsuto,98.21335,-1.16678,-91.35877,-1.19292,198.18749,-91.35757,Hambogris,-0.32768,-1.00114,10.93723,3.10746,True,445.38739
Andsuto,100.42819,-0.02298,-100.34891,-1.17899,200.40444,-90.07957,Polkagris,-0.51808,-2.23233,11.05811,-0.85767,True,451.96652
Andsuto,100.96234,-0.94976,-102.22642,-1.20413,200.93445,-90.61063,Polkagris,-1.00345,0.26697,13.79401,2.21184,True,453.69849
Jorgsuto,100.38928,0.01079,-102.75524,-1.23445,200.35853,-90.84379,Polkagris,2.21691,1.93225,11.65586,-1.12218,True,450.56877
Andjorg,98.16881,0.41631,-97.23163,-1.23949,198.13725,-90.21140,Hambogris,-1.29586,2.36342,11.17221,-1.56792,True,442.22824
Andjorg,99.50215,-0.06580,-100.08094,-1.22991,199.47221,-91.74583,Slängpolskorgris,-0.69546,0.45901,13.47596,-3.13520,True,447.47027
Andsuto,98.16837,1.02036,-99.48597,-1.21050,198.14078,-90.73668,Hambogris,0.41624,-0.38661,10.07256,2.48856,True,441.09889
Andjorg,101.34130,1.13995,-98.41770,-1.23252,201.31056,-91.06120,Schottisgris,-0.86689,-0.55573,9.36428,-1.70499,True,457.49765
Andsuto,98.77457,-0.15359,-95.11812,-1.21770,198.74489,-91.02524,Hambogris,-0.39743,0.64046,10.81135,1.29795,True,446.31378
Andsuto,100.25105,-0.16003,-96.89198,-1.22014,200.22094,-90.44299,Polkagris,0.17147,0.34658,12.21035,1.04699,True,452.80928
Andjorg,100.72458,-0.28105,-99.30385,-1.23269,200.69511,-93.93392,Polkagris,1.32721,0.82837,11.25240,-0.45511,True,453.97096
Andjorg,100.73644,0.18054,-100.06028,-1.23408,200.70586,-93.82300,Polkagris,-0.68505,-0.12059,11.29928,-2.50435,True,453.65204
Andsuto,101.11117,0.54294,-107.23909,-1.21128,201.08312,-90.82391,Schottisgris,0.95342,-0.35465,11.96254,4.46583,True,451.93631
Andjorg,98.62029,-0.38967,-97.01240,-1.22759,198.59039,-90.27037,Hambogris,1.68303,1.31626,10.86222,-1.78486,True,444.59522
Andsuto,101.77049,0.68783,-103.85962,-1.21724,201.74224,-93.42566,Schottisgris,0.39453,-0.55479,9.77806,-1.51347,True,456.92264
Andjorg,102.17709,0.35114,-98.26515,-1.22846,202.14801,-93.08695,Polskorgris,-0.60476,-0.68463,10.97806,-0.50253,True,461.75287
Andsuto,101.83848,0.64729,-103.55087,-1.18187,201.81390,-92.41161,Schottisgris,1.02557,0.01200,13.31416,1.32077,True,457.41695
Andsuto,101.23450,-0.15222,-101.52012,-1.19857,201.20811,-91.85890,Schottisgris,-0.14006,-0.47651,11.80588,0.48874,True,455.41242
Jorgsuto,99.52786,-1.12684,-96.88819,-1.22601,199.49834,-91.83888,Slängpolskorgris,2.88489,2.41624,11.70595,-0.80300,True,449.19520
Andjorg,99.93660,0.13103,-96.59706,-1.23029,199.90624,-92.26851,Slängpolskorgris,-0.49992,-0.18468,11.16637,1.82248,True,451.38447
Andsuto,100.74496,0.84751,-103.12560,-1.21887,200.71547,-91.13893,Polkagris,-0.92292,-0.35975,11.30317,0.90817,True,452.16202
Andjorg,99.54460,0.26232,-98.24543,-1.23795,199.51369,-90.16027,Slängpolskorgris,2.52652,-0.02301,11.97271,-3.31236,True,448.60027
Andsuto,99.53542,-1.21433,-97.28531,-1.17858,199.51120,-88.92608,Slängpolskorgris,-0.17991,0.90347,10.81961,1.08869,True,449.03447
Andsuto,100.36790,0.92414,-99.39107,-1.18621,200.34168,-88.63594,Polkagris,-0.78602,-1.42965,11.59516,-0.00192,True,452.14396
Jorgsuto,99.88633,1.69825,-99.83484,-1.24112,199.85504,-89.33494,Slängpolskorgris,-1.92908,-0.07548,11.15948,-2.37185,True,449.51422
Jorgsuto,100.28059,0.76446,-101.71392,-1.25216,200.24787,-89.48682,Polkagris,0.59994,1.59075,10.18396,-2.58408,True,450.54600
Andsuto,100.22135,-0.27165,-99.86891,-1.17425,200.19798,-92.21575,Polkagris,-0.85283,-1.28460,10.34915,-0.17227,True,451.17230
Andsuto,101.15889,0.52006,-99.20773,-1.20702,201.13186,-91.26240,Schottisgris,-0.82660,1.35939,11.93665,3.31945,True,456.19058
Andsuto,99.69127,0.80908,-101.19158,-1.21003,199.66251,-91.48591,Slängpolskorgris,-1.51289,1.35099,11.97748,3.34901,True,447.86058
Jorgsuto,99.60637,0.73720,-105.85393,-1.25619,199.57365,-89.35875,Slängpolskorgris,-2.57577,-1.77520,11.59974,-0.73237,True,445.10491
Andjorg,100.69788,-0.64903,-98.85532,-1.21899,200.66991,-92.20300,Polkagris,1.97041,-2.96301,10.34292,-3.12777,True,454.06173
Andjorg,101.49990,0.40302,-104.90648,-1.23409,201.47010,-95.56486,Schottisgris,-1.12034,1.79810,10.48325,-2.52584,True,455.04627
Jorgsuto,99.72015,-0.22011,-95.73018,-1.25170,199.68783,-92.07806,Slängpolskorgris,-2.19252,-0.32776,12.43209,0.26476,True,450.73565
Andsuto,97.07001,-0.37441,-103.02468,-1.17716,197.04594,-88.75935,Hambogris,-0.57614,0.42184,11.98763,0.81153,True,433.83772
Andjorg,101.56434,-0.46713,-101.88701,-1.23267,201.53458,-90.88021,Schottisgris,1.44989,-0.88809,12.32836,-2.84940,True,456.87817
Andjorg,98.68599,0.08792,-96.93368,-1.23374,198.65645,-89.78585,Hambogris,0.73070,-0.34917,11.59417,1.08948,True,444.96311
Andsuto,100.79820,-0.65166,-106.39512,-1.20356,200.77102,-93.92305,Polkagris,-0.28559,0.57438,11.31933,-1.35520,True,450.79344
Andsuto,101.37041,0.01637,-104.05518,-1.20937,201.34350,-92.84729,Schottisgris,0.36715,0.51474,9.09021,-1.00952,True,454.82446
Jorgsuto,100.63584,-0.15517,-98.69416,-1.24207,200.60405,-92.29239,Polkagris,0.23249,-0.65005,11.41142,-1.37088,True,453.83213
Jorgsuto,99.39915,-0.59171,-102.61834,-1.21318,199.37056,-90.28229,Slängpolskorgris,-0.54324,-2.15739,10.52279,-1.11098,True,445.68657
Jorgsuto,101.13647,1.44271,-106.07348,-1.19162,201.11051,-93.45551,Schottisgris,1.41864,-1.02108,9.91021,-1.40972,True,452.64560
Jorgsuto,99.87838,0.85277,-101.11560,-1.23526,199.84769,-91.34937,Slängpolskorgris,0.80866,-1.55443,14.93607,-1.04879,True,448.83409
Andjorg,100.69162,1.00145,-100.42275,-1.22061,200.66327,-92.67979,Polkagris,1.48240,0.41929,9.96094,1.25657,True,453.24670
Jorgsuto,100.83576,-0.49085,-100.81596,-1.20105,200.80835,-90.37629,Polkagris,0.57077,-3.00916,12.49300,-2.05183,True,453.77082
Andsuto,99.48291,0.22820,-96.94794,-1.20681,199.45454,-88.48372,Slängpolskorgris,1.15985,-0.22696,11.78965,2.48229,True,448.94059
Jorgsuto,99.12646,-0.87017,-99.16799,-1.24835,199.09454,-89.91889,Slängpolskorgris,-2.83851,-2.30196,10.26604,2.41836,True,446.04830
Jorgsuto,100.65836,-0.52770,-97.41047,-1.22920,200.62798,-94.36303,Polkagris,0.79620,0.01077,8.91068,1.79512,True,454.58659
Andsuto,100.01699,1.38005,-99.51560,-1.22128,199.98802,-91.77947,Polkagris,-0.45963,-0.10051,10.30148,1.99366,True,450.32716
Andjorg,99.64954,0.55646,-102.12162,-1.22302,199.62106,-90.83030,Slängpolskorgris,-2.41283,2.08809,10.36249,-2.33614,True,447.18689
Andjorg,99.63722,0.88012,-96.65403,-1.23937,199.60621,-88.64100,Slängpolskorgris,-2.16201,1.08437,11.82984,-3.47545,True,449.85907
Andjorg,99.01827,-1.26191,-96.37471,-1.23686,198.98811,-91.50711,Slängpolskorgris,2.18686,0.01061,11.59561,-3.16023,True,446.90401
Andsuto,99.24285,-0.10244,-99.27953,-1.20952,199.21437,-89.75579,Slängpolskorgris,-0.65918,0.12852,11.29058,-3.15494,True,446.57447
Andjorg,99.06986,0.29722,-103.50079,-1.22393,199.04105,-88.95128,Slängpolskorgris,-1.91344,-0.37546,12.09992,-2.98686,True,443.59889
Andjorg,99.77408,0.95142,-98.75640,-1.23717,199.74325,-90.56526,Slängpolskorgris,-0.86728,-0.54803,10.88660,-1.90020,True,449.49218
Jorgsuto,99.21619,-0.33804,-92.76086,-1.25659,199.18331,-91.67079,Slängpolskorgris,0.66009,1.19207,11.56847,-1.37056,True,449.70050
Andsuto,97.99502,-0.96545,-99.75830,-1.20282,197.96696,-90.12152,Hambogris,1.47245,-0.05243,9.14110,3.00455,True,440.09595
Andsuto,99.93237,-1.44652,-103.97108,-1.19719,199.90636,-91.18260,Slängpolskorgris,1.39673,0.29546,9.23760,2.21562,True,447.67629
Andjorg,101.95237,0.06184,-97.70147,-1.22072,201.92385,-94.09051,Schottisgris,-1.23687,1.96577,10.55356,-0.58461,True,460.91111
Andsuto,100.02039,0.54832,-96.62864,-1.19163,199.99352,-93.13608,Polkagris,0.28827,-0.84822,9.59065,1.19700,True,451.78761
Jorgsuto,101.04374,1.48082,-103.29508,-1.22130,201.01454,-94.74336,Schottisgris,1.78194,2.30056,8.92463,2.95882,True,453.57114
Andsuto,101.88867,-0.04023,-100.26612,-1.20310,201.86104,-92.70392,Schottisgris,0.47056,-1.29262,9.74698,-1.23892,True,459.31030
Andsuto,100.00647,0.26647,-97.67139,-1.21924,199.97725,-89.10993,Polkagris,-0.24238,0.33240,11.32174,2.24418,True,451.19668
Andjorg,99.81675,0.57736,-98.08170,-1.23887,199.78578,-92.79298,Slängpolskorgris,1.15244,-1.17664,10.51166,-2.24038,True,450.04288
Jorgsuto,99.84856,-0.28463,-100.48018,-1.22866,199.81820,-90.69317,Slängpolskorgris,-1.10296,-1.29484,11.18060,-1.96164,True,449.00269
Andjorg,100.36744,0.54042,-102.10624,-1.23297,200.33678,-91.03247,Polkagris,-2.41782,1.48210,11.09382,-2.57268,True,450.78409
Jorgsuto,99.30401,-0.44529,-100.87754,-1.23452,199.27352,-91.81041,Slängpolskorgris,0.13601,-1.64320,11.89358,-1.73410,True,446.08129
